fuel_type,mpg_city,mpg_highway,co2
diesel,29,40,308.4848485
diesel,35,45,261.025641
gasoline,20,26,403.9545455
gasoline,20,23,423.1904762
gasoline,21,29,370.2916667
gasoline,17,24,467.7368421
gasoline,17,26,444.35
gasoline,19,27,403.9545455
gasoline,15,23,493.7222222
gasoline,12,19,592.4666667
gasoline,23,29,355.48
gasoline,23,29,355.48
gasoline,25,32,317.3928571
gasoline,22,31,355.48
gasoline,23,27,355.48
gasoline,17,24,444.35
gasoline,17,24,467.7368421
gasoline,17,21,493.7222222
gasoline,16,21,493.7222222
gasoline,17,24,444.35
gasoline,17,24,467.7368421
gasoline,17,25,444.35
gasoline,17,24,444.35
gasoline,17,26,444.35
gasoline,17,25,444.35
gasoline,27,35,296.2333333
gasoline,19,28,403.9545455
gasoline,19,27,403.9545455
gasoline,16,24,467.7368421
gasoline,21,30,370.2916667
gasoline,21,29,370.2916667
gasoline,18,26,423.1904762
gasoline,19,25,423.1904762
gasoline,19,25,423.1904762
gasoline,17,24,444.35
gasoline,19,28,386.3913043
gasoline,23,27,355.48
gasoline,19,28,403.9545455
gasoline,18,26,423.1904762
gasoline,17,25,444.35
gasoline,17,24,467.7368421
gasoline,18,25,423.1904762
gasoline,17,24,444.35
gasoline,19,26,423.1904762
gasoline,18,25,423.1904762
gasoline,19,25,423.1904762
gasoline,17,24,444.35
gasoline,27,35,296.2333333
gasoline,14,20,555.4375
gasoline,15,20,522.7647059
gasoline,14,20,555.4375
gasoline,15,20,522.7647059
gasoline,15,19,555.4375
gasoline,13,17,592.4666667
gasoline,14,18,555.4375
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,13,17,592.4666667
diesel,37,45,254.5
gasoline,17,22,467.7368421
gasoline,16,18,522.7647059
gasoline,14,20,555.4375
gasoline,13,18,592.4666667
gasoline,13,19,592.4666667
gasoline,11,15,683.6153846
gasoline,13,18,592.4666667
gasoline,14,19,555.4375
gasoline,13,18,592.4666667
gasoline,13,17,634.7857143
gasoline,19,24,423.1904762
gasoline,11,16,740.5833333
gasoline,14,19,555.4375
gasoline,15,20,522.7647059
gasoline,15,19,522.7647059
gasoline,14,19,555.4375
gasoline,11,15,740.5833333
gasoline,14,19,555.4375
gasoline,13,18,592.4666667
gasoline,13,18,592.4666667
gasoline,18,23,444.35
gasoline,16,22,493.7222222
gasoline,19,26,403.9545455
gasoline,21,25,386.3913043
gasoline,15,20,522.7647059
gasoline,17,21,493.7222222
gasoline,15,20,522.7647059
gasoline,16,20,522.7647059
gasoline,15,19,555.4375
gasoline,13,17,592.4666667
gasoline,14,18,555.4375
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,19,24,423.1904762
gasoline,13,17,592.4666667
gasoline,11,15,683.6153846
gasoline,18,23,444.35
gasoline,21,25,386.3913043
gasoline,15,20,522.7647059
gasoline,17,21,493.7222222
gasoline,15,20,522.7647059
gasoline,16,20,522.7647059
gasoline,17,22,467.7368421
gasoline,20,23,423.1904762
gasoline,15,23,493.7222222
gasoline,14,18,555.4375
gasoline,14,17,592.4666667
gasoline,15,17,555.4375
gasoline,14,17,592.4666667
gasoline,19,23,423.1904762
gasoline,19,25,403.9545455
gasoline,17,20,493.7222222
gasoline,15,18,555.4375
gasoline,16,21,493.7222222
gasoline,15,18,555.4375
gasoline,16,24,467.7368421
gasoline,15,18,555.4375
gasoline,13,17,592.4666667
gasoline,12,16,634.7857143
gasoline,13,17,592.4666667
gasoline,13,16,634.7857143
gasoline,13,16,634.7857143
gasoline,12,16,634.7857143
gasoline,13,16,634.7857143
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,26,35,296.2333333
gasoline,13,16,634.7857143
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,13,17,634.7857143
gasoline,11,15,740.5833333
gasoline,11,16,683.6153846
gasoline,12,16,634.7857143
gasoline,10,14,740.5833333
gasoline,13,18,592.4666667
gasoline,14,18,555.4375
gasoline,24,30,329.1481481
gasoline,13,17,634.7857143
gasoline,14,18,592.4666667
gasoline,14,18,592.4666667
gasoline,12,17,634.7857143
gasoline,12,16,634.7857143
gasoline,13,17,592.4666667
gasoline,14,17,555.4375
gasoline,16,20,522.7647059
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,21,27,370.2916667
gasoline,13,17,592.4666667
gasoline,13,16,634.7857143
gasoline,13,16,634.7857143
gasoline,12,16,634.7857143
gasoline,13,16,634.7857143
gasoline,11,14,740.5833333
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,14,17,555.4375
gasoline,16,20,522.7647059
gasoline,23,33,341.8076923
gasoline,13,17,592.4666667
gasoline,14,18,592.4666667
gasoline,14,18,592.4666667
gasoline,14,17,592.4666667
gasoline,15,17,555.4375
gasoline,13,17,592.4666667
gasoline,16,19,493.7222222
gasoline,16,20,522.7647059
gasoline,15,17,555.4375
gasoline,15,18,555.4375
gasoline,19,27,403.9545455
gasoline,14,16,592.4666667
gasoline,14,16,592.4666667
gasoline,13,16,634.7857143
gasoline,15,20,522.7647059
gasoline,14,18,592.4666667
gasoline,13,17,592.4666667
gasoline,13,17,592.4666667
gasoline,12,16,634.7857143
gasoline,13,15,634.7857143
gasoline,11,16,683.6153846
gasoline,18,25,444.35
gasoline,13,15,634.7857143
gasoline,11,16,683.6153846
gasoline,14,19,555.4375
gasoline,13,17,634.7857143
gasoline,13,18,592.4666667
gasoline,13,17,634.7857143
gasoline,12,17,683.6153846
gasoline,13,17,592.4666667
gasoline,13,17,592.4666667
gasoline,12,16,634.7857143
gasoline,40,48,206.6744186
gasoline,16,22,493.7222222
gasoline,25,29,329.1481481
gasoline,15,20,522.7647059
gasoline,14,18,592.4666667
gasoline,14,18,555.4375
gasoline,13,17,592.4666667
gasoline,13,16,634.7857143
gasoline,13,17,592.4666667
gasoline,12,16,634.7857143
gasoline,13,15,634.7857143
gasoline,11,16,740.5833333
gasoline,13,17,634.7857143
gasoline,31,37,269.3030303
gasoline,12,17,634.7857143
gasoline,12,16,683.6153846
gasoline,13,16,634.7857143
gasoline,13,17,592.4666667
gasoline,12,16,634.7857143
gasoline,14,18,555.4375
gasoline,13,17,592.4666667
gasoline,14,18,555.4375
gasoline,17,24,444.35
gasoline,17,23,467.7368421
gasoline,28,35,286.6774194
gasoline,17,24,444.35
gasoline,16,22,493.7222222
gasoline,17,23,467.7368421
gasoline,17,24,444.35
gasoline,16,22,493.7222222
gasoline,15,22,493.7222222
gasoline,16,21,493.7222222
gasoline,16,21,493.7222222
gasoline,16,23,467.7368421
gasoline,14,18,555.4375
gasoline,21,24,403.9545455
gasoline,16,23,493.7222222
gasoline,15,21,522.7647059
gasoline,15,21,522.7647059
gasoline,17,24,444.35
gasoline,17,24,444.35
gasoline,17,23,467.7368421
gasoline,15,18,555.4375
gasoline,16,22,493.7222222
gasoline,15,21,522.7647059
gasoline,15,21,493.7222222
gasoline,21,28,370.2916667
gasoline,15,21,522.7647059
gasoline,16,22,493.7222222
gasoline,16,22,493.7222222
gasoline,17,24,444.35
gasoline,13,17,634.7857143
gasoline,14,20,555.4375
gasoline,15,20,522.7647059
gasoline,13,17,634.7857143
gasoline,13,17,634.7857143
gasoline,13,18,592.4666667
gasoline,17,22,467.7368421
gasoline,13,17,634.7857143
gasoline,20,24,403.9545455
gasoline,20,24,403.9545455
gasoline,20,24,403.9545455
gasoline,20,24,403.9545455
gasoline,17,19,493.7222222
gasoline,14,20,555.4375
gasoline,14,19,555.4375
gasoline,17,23,444.35
gasoline,19,27,403.9545455
gasoline,16,22,493.7222222
gasoline,13,18,592.4666667
gasoline,13,17,634.7857143
gasoline,11,16,683.6153846
gasoline,20,25,403.9545455
gasoline,17,23,467.7368421
gasoline,14,19,555.4375
gasoline,12,17,683.6153846
gasoline,14,19,555.4375
gasoline,15,20,522.7647059
gasoline,13,18,592.4666667
gasoline,21,24,403.9545455
gasoline,15,20,522.7647059
gasoline,16,20,522.7647059
gasoline,13,18,592.4666667
gasoline,13,17,634.7857143
gasoline,13,17,634.7857143
gasoline,14,20,555.4375
gasoline,14,19,555.4375
gasoline,14,20,555.4375
gasoline,15,20,522.7647059
gasoline,20,26,386.3913043
gasoline,18,22,467.7368421
gasoline,15,20,522.7647059
gasoline,15,19,522.7647059
gasoline,17,24,444.35
gasoline,18,25,444.35
gasoline,17,23,467.7368421
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,15,20,522.7647059
gasoline,15,19,522.7647059
gasoline,16,20,522.7647059
gasoline,22,32,341.8076923
gasoline,17,21,493.7222222
gasoline,15,19,522.7647059
gasoline,15,20,522.7647059
gasoline,17,21,493.7222222
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,13,18,592.4666667
gasoline,15,19,555.4375
gasoline,15,20,522.7647059
gasoline,16,20,493.7222222
gasoline,17,22,467.7368421
gasoline,17,26,444.35
gasoline,17,21,467.7368421
gasoline,11,15,683.6153846
gasoline,20,25,403.9545455
gasoline,17,23,467.7368421
gasoline,14,19,555.4375
gasoline,13,18,592.4666667
gasoline,16,21,493.7222222
gasoline,15,20,522.7647059
gasoline,16,21,493.7222222
gasoline,19,22,444.35
gasoline,20,23,423.1904762
gasoline,16,21,493.7222222
gasoline,14,18,555.4375
gasoline,14,18,555.4375
gasoline,15,18,555.4375
gasoline,17,22,467.7368421
gasoline,15,19,555.4375
gasoline,14,18,592.4666667
gasoline,15,17,555.4375
gasoline,14,18,592.4666667
gasoline,14,20,555.4375
gasoline,21,29,370.2916667
gasoline,17,24,444.35
gasoline,19,26,403.9545455
gasoline,20,26,403.9545455
gasoline,17,19,493.7222222
gasoline,17,20,493.7222222
gasoline,15,18,522.7647059
gasoline,16,19,522.7647059
gasoline,20,23,423.1904762
gasoline,20,24,403.9545455
gasoline,20,23,423.1904762
gasoline,21,24,403.9545455
gasoline,20,23,423.1904762
gasoline,15,18,555.4375
gasoline,19,25,403.9545455
gasoline,17,21,493.7222222
gasoline,21,26,386.3913043
gasoline,22,28,370.2916667
gasoline,13,17,634.7857143
gasoline,15,21,522.7647059
gasoline,14,19,555.4375
gasoline,14,19,555.4375
gasoline,18,22,467.7368421
gasoline,14,19,555.4375
gasoline,14,19,555.4375
gasoline,12,16,634.7857143
gasoline,11,16,683.6153846
gasoline,16,22,493.7222222
gasoline,10,14,740.5833333
gasoline,10,14,740.5833333
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,12,15,683.6153846
gasoline,18,26,423.1904762
gasoline,12,15,683.6153846
gasoline,13,16,634.7857143
gasoline,13,16,634.7857143
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,16,19,522.7647059
gasoline,16,19,522.7647059
gasoline,19,23,423.1904762
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,14,20,555.4375
gasoline,14,19,592.4666667
gasoline,12,16,634.7857143
gasoline,12,16,634.7857143
gasoline,11,15,740.5833333
gasoline,19,23,423.1904762
gasoline,16,22,493.7222222
gasoline,12,16,634.7857143
gasoline,11,15,683.6153846
gasoline,22,28,370.2916667
gasoline,13,18,592.4666667
gasoline,14,18,555.4375
gasoline,13,17,634.7857143
gasoline,13,18,592.4666667
gasoline,14,18,592.4666667
gasoline,14,19,555.4375
gasoline,14,19,592.4666667
gasoline,14,18,592.4666667
gasoline,12,16,634.7857143
gasoline,13,16,634.7857143
gasoline,23,27,370.2916667
gasoline,12,15,683.6153846
gasoline,10,14,740.5833333
gasoline,10,14,740.5833333
gasoline,12,15,683.6153846
gasoline,20,24,423.1904762
gasoline,19,23,423.1904762
gasoline,15,19,555.4375
gasoline,15,19,522.7647059
gasoline,16,21,493.7222222
gasoline,13,17,592.4666667
gasoline,18,23,444.35
gasoline,14,18,555.4375
gasoline,15,19,555.4375
gasoline,15,19,522.7647059
gasoline,15,19,555.4375
gasoline,15,19,522.7647059
gasoline,14,18,592.4666667
gasoline,14,17,592.4666667
gasoline,13,18,592.4666667
gasoline,12,17,634.7857143
gasoline,14,18,555.4375
gasoline,17,22,467.7368421
gasoline,21,26,386.3913043
gasoline,14,20,522.7647059
gasoline,14,17,555.4375
gasoline,16,19,522.7647059
gasoline,13,16,634.7857143
gasoline,14,17,592.4666667
gasoline,16,20,493.7222222
gasoline,17,20,467.7368421
gasoline,15,19,522.7647059
gasoline,12,16,683.6153846
gasoline,11,14,740.5833333
gasoline,18,24,444.35
gasoline,12,15,683.6153846
gasoline,10,15,740.5833333
gasoline,19,23,423.1904762
gasoline,16,22,493.7222222
gasoline,11,13,740.5833333
gasoline,14,17,592.4666667
gasoline,13,16,634.7857143
gasoline,12,16,634.7857143
gasoline,13,18,592.4666667
gasoline,12,17,634.7857143
gasoline,17,21,493.7222222
gasoline,14,17,592.4666667
gasoline,13,17,634.7857143
gasoline,15,19,522.7647059
gasoline,14,17,592.4666667
gasoline,15,19,522.7647059
gasoline,13,17,592.4666667
gasoline,15,17,555.4375
gasoline,14,18,592.4666667
gasoline,14,17,592.4666667
gasoline,15,17,555.4375
gasoline,15,24,493.7222222
gasoline,13,17,592.4666667
gasoline,14,19,555.4375
gasoline,16,22,493.7222222
gasoline,18,24,423.1904762
gasoline,17,23,467.7368421
gasoline,19,25,423.1904762
gasoline,19,25,423.1904762
gasoline,16,19,522.7647059
gasoline,17,20,493.7222222
gasoline,15,18,555.4375
gasoline,15,23,493.7222222
gasoline,16,19,522.7647059
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,20,23,423.1904762
gasoline,15,18,555.4375
gasoline,17,22,467.7368421
gasoline,16,21,493.7222222
gasoline,12,15,683.6153846
gasoline,20,25,403.9545455
gasoline,21,27,386.3913043
gasoline,20,25,403.9545455
gasoline,13,16,634.7857143
gasoline,17,23,444.35
gasoline,20,28,360.5766046
cng,14,20,439.375
cng,11,15,585.8333333
cng,12,14,540.7692308
cng,12,14,540.7692308
gasoline,17,23,458.6898496
gasoline,19,25,398.6960227
gasoline,23,30,341.8076923
gasoline,17,23,458.6898496
gasoline,19,25,398.6960227
gasoline,17,23,458.6898496
gasoline,19,25,398.6960227
gasoline,10,14,723.5
gasoline,10,14,723.5
gasoline,11,15,633.0634848
gasoline,11,15,633.0634848
cng,26,31,251.0714286
gasoline,16,22,488.9764957
gasoline,21,26,386.3913043
gasoline,16,22,488.9764957
gasoline,16,22,488.9764957
gasoline,13,17,632.1428571
gasoline,13,17,632.1428571
gasoline,13,17,632.1428571
gasoline,13,17,632.1428571
gasoline,12,16,632.1428571
gasoline,12,16,632.1428571
gasoline,12,16,632.1428571
gasoline,12,16,632.1428571
gasoline,22,28,370.2916667
gasoline,14,19,563.8551136
gasoline,13,18,558.525
gasoline,18,25,421.4285714
gasoline,18,25,421.4285714
gasoline,17,24,458.6898496
gasoline,17,24,458.6898496
gasoline,14,19,540.0104167
gasoline,15,20,503.4977376
gasoline,15,20,503.4977376
gasoline,14,19,540.0104167
gasoline,31,39,261.3823529
electric,87,69,0
electric,45,33,0
gasoline,15,22,493.7222222
gasoline,15,22,493.7222222
gasoline,13,19,592.4666667
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,21,27,386.3913043
gasoline,24,29,341.8076923
gasoline,18,27,423.1904762
gasoline,12,19,592.4666667
gasoline,16,23,467.7368421
gasoline,17,26,444.35
gasoline,11,20,634.7857143
gasoline,7,12,1110.875
gasoline,10,15,807.9090909
gasoline,10,15,807.9090909
gasoline,9,15,807.9090909
gasoline,9,16,807.9090909
gasoline,26,32,317.3928571
gasoline,16,22,493.7222222
gasoline,16,23,493.7222222
hybrid,22.5,24.5,189.0851064
hybrid,24,29.5,167.6792453
gasoline,18,24,444.35
gasoline,8,12,888.7
gasoline,8,12,888.7
gasoline,14,21,555.4375
gasoline,10,15,740.5833333
gasoline,10,16,740.5833333
gasoline,26,30,329.1481481
gasoline,20,25,403.9545455
gasoline,20,26,386.3913043
gasoline,20,26,403.9545455
gasoline,14,20,555.4375
gasoline,12,18,634.7857143
gasoline,19,26,403.9545455
gasoline,17,25,444.35
gasoline,15,21,522.7647059
gasoline,18,24,444.35
gasoline,15,24,493.7222222
gasoline,22,28,370.2916667
gasoline,15,22,522.7647059
gasoline,18,24,444.35
gasoline,17,24,467.7368421
gasoline,18,27,423.1904762
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,15,24,493.7222222
gasoline,14,20,555.4375
gasoline,23,29,355.48
gasoline,22,30,355.48
gasoline,23,28,355.48
gasoline,11,18,683.6153846
gasoline,9,15,807.9090909
gasoline,9,16,807.9090909
gasoline,11,18,683.6153846
gasoline,10,17,740.5833333
gasoline,10,17,740.5833333
gasoline,10,17,740.5833333
gasoline,18,27,423.1904762
gasoline,18,26,423.1904762
gasoline,17,24,444.35
gasoline,21,27,386.3913043
gasoline,17,24,467.7368421
gasoline,17,25,444.35
gasoline,17,26,444.35
gasoline,14,21,522.7647059
gasoline,14,20,555.4375
gasoline,16,24,467.7368421
gasoline,14,21,522.7647059
gasoline,16,22,493.7222222
gasoline,20,28,386.3913043
gasoline,20,28,386.3913043
gasoline,21,29,370.2916667
gasoline,18,24,444.35
gasoline,18,24,444.35
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,21,26,386.3913043
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,15,21,522.7647059
gasoline,15,22,493.7222222
gasoline,15,21,522.7647059
gasoline,15,22,493.7222222
gasoline,15,21,522.7647059
gasoline,15,22,493.7222222
gasoline,15,21,522.7647059
gasoline,15,22,493.7222222
gasoline,22,28,370.2916667
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,16,24,467.7368421
gasoline,13,21,555.4375
gasoline,14,20,555.4375
gasoline,13,21,555.4375
gasoline,14,20,555.4375
gasoline,21,28,386.3913043
gasoline,19,26,403.9545455
gasoline,23,26,370.2916667
gasoline,24,30,341.8076923
gasoline,21,28,370.2916667
gasoline,21,30,355.48
gasoline,20,28,386.3913043
gasoline,18,25,423.1904762
gasoline,10,15,740.5833333
gasoline,10,15,740.5833333
gasoline,18,26,423.1904762
gasoline,18,27,423.1904762
gasoline,18,25,444.35
gasoline,21,27,386.3913043
gasoline,24,28,341.8076923
gasoline,18,27,403.9545455
gasoline,15,22,522.7647059
gasoline,15,21,522.7647059
gasoline,9,14,807.9090909
gasoline,9,15,807.9090909
gasoline,23,28,355.48
gasoline,23,30,355.48
gasoline,17,25,444.35
gasoline,17,27,423.1904762
gasoline,16,22,493.7222222
gasoline,25,31,329.1481481
gasoline,16,21,493.7222222
gasoline,16,23,467.7368421
gasoline,15,23,493.7222222
gasoline,15,21,522.7647059
gasoline,20,27,386.3913043
gasoline,20,28,386.3913043
gasoline,19,27,403.9545455
gasoline,17,24,444.35
gasoline,17,24,444.35
gasoline,16,24,467.7368421
gasoline,27,31,306.4482759
gasoline,16,24,467.7368421
gasoline,14,21,522.7647059
gasoline,10,15,740.5833333
gasoline,10,16,740.5833333
gasoline,17,24,444.35
gasoline,17,25,444.35
gasoline,16,22,493.7222222
gasoline,15,21,522.7647059
gasoline,14,20,555.4375
gasoline,19,25,423.1904762
gasoline,32,38,261.3823529
gasoline,19,26,423.1904762
gasoline,20,28,386.3913043
gasoline,21,29,370.2916667
gasoline,19,25,423.1904762
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,18,25,423.1904762
gasoline,15,21,522.7647059
gasoline,15,23,493.7222222
gasoline,18,27,423.1904762
gasoline,29,36,277.71875
gasoline,20,29,386.3913043
gasoline,17,24,444.35
gasoline,18,25,444.35
gasoline,19,24,423.1904762
gasoline,18,25,423.1904762
gasoline,20,28,386.3913043
gasoline,17,24,467.7368421
gasoline,25,33,317.3928571
gasoline,23,30,341.8076923
gasoline,20,29,386.3913043
gasoline,18,22,444.35
gasoline,20,27,386.3913043
diesel,29,39,308.4848485
diesel,35,44,267.8947368
gasoline,20,27,386.3913043
gasoline,21,29,370.2916667
gasoline,18,24,444.35
gasoline,17,24,444.35
gasoline,17,24,444.35
gasoline,17,26,444.35
gasoline,17,27,423.1904762
gasoline,19,23,423.1904762
gasoline,20,27,386.3913043
gasoline,20,29,386.3913043
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,18,26,423.1904762
gasoline,16,23,493.7222222
gasoline,16,24,467.7368421
gasoline,10,15,740.5833333
gasoline,18,26,423.1904762
gasoline,18,27,423.1904762
gasoline,18,25,423.1904762
gasoline,17,24,444.35
gasoline,17,25,444.35
gasoline,18,25,444.35
gasoline,18,27,403.9545455
gasoline,16,23,467.7368421
gasoline,18,25,444.35
gasoline,18,26,423.1904762
gasoline,18,27,423.1904762
gasoline,17,25,444.35
gasoline,18,27,403.9545455
gasoline,19,26,403.9545455
gasoline,16,22,493.7222222
gasoline,14,21,555.4375
gasoline,15,19,522.7647059
gasoline,12,19,592.4666667
gasoline,21,30,355.48
gasoline,22,30,355.48
gasoline,19,26,423.1904762
gasoline,19,26,423.1904762
gasoline,21,29,370.2916667
gasoline,21,30,370.2916667
gasoline,18,23,444.35
gasoline,18,25,444.35
gasoline,18,26,423.1904762
gasoline,18,25,444.35
gasoline,20,27,403.9545455
gasoline,19,25,423.1904762
gasoline,17,25,444.35
gasoline,19,26,423.1904762
gasoline,20,29,386.3913043
gasoline,20,30,370.2916667
gasoline,18,25,444.35
gasoline,21,24,403.9545455
gasoline,18,23,444.35
gasoline,19,26,403.9545455
gasoline,22,29,355.48
gasoline,25,32,317.3928571
gasoline,19,27,403.9545455
gasoline,19,26,423.1904762
gasoline,19,26,423.1904762
gasoline,21,29,370.2916667
gasoline,21,30,370.2916667
gasoline,18,25,444.35
gasoline,18,26,423.1904762
gasoline,11,16,683.6153846
gasoline,18,25,444.35
gasoline,24,30,341.8076923
gasoline,22,28,370.2916667
gasoline,24,32,329.1481481
gasoline,22,29,370.2916667
gasoline,18,23,444.35
gasoline,21,27,386.3913043
gasoline,22,30,355.48
gasoline,29,36,277.71875
gasoline,25,34,306.4482759
gasoline,14,17,592.4666667
gasoline,26,34,306.4482759
gasoline,27,35,296.2333333
gasoline,31,39,261.3823529
